trade_id,token_symbol,entry_time,exit_time,entry_price,exit_price,return_pct,exit_type,volume,confidence_score,momentum_5m,momentum_7m,trend_acceleration,price_change_15m,monitoring_duration
TRADE_20250109_221758_30,FATASS,2025-01-09T23:10:39.439035,,1.1237110656278189e-05,,,,66567.62771535738,1.0,0.2362589362344505,0.26644871553629734,0.019415656203059406,0.21770178940379936,
TRADE_20250109_221758_31,cto,2025-01-09T23:10:45.252515,,8.257776855563284e-06,,,,2328.332296763822,1.0,0.4211285903737565,0.4211285903737565,0.050303283802813376,0.41182088508056536,
TRADE_20250109_221758_32,Kom,2025-01-09T23:12:44.344663,,7.82819118562867e-05,,,,32056.042905834685,0.85,0.19933727696600623,0.17401941160134982,0.01183568454470775,-0.059723834531455355,
TRADE_20250109_221758_33,WMD,2025-01-09T23:14:15.954372,,8.125051500991954e-06,,,,9754.01501818193,1.0,0.2287875818076539,0.2287875818076539,0.023873180489011103,0.2287875818076539,
TRADE_20250109_221758_34,CID,2025-01-09T23:14:19.152123,2025-01-09T23:15:19.661058,1.169805599193458e-05,8.740480718318379e-06,-25.282621964327667,stop_loss,170742.38810446867,0.85,0.24294229165360348,0.24774859931556592,0.0662353456025539,-0.755865979223452,1.0126534666666667
TRADE_20250109_221758_35,BTCLM,2025-01-09T23:18:50.794507,,6.94782999324797e-06,,,,6481.281675114482,0.85,0.10318226531020636,0.10318226531020636,0.011975819880357147,-0.02193456358222634,
TRADE_20250109_221758_3,SMOKEY,2025-01-09T22:43:11.403021,,8.687176463981402e-06,,,,6959.53081455501,1.0,0.16513978870539514,0.13940122170928104,0.014191953014217884,0.49398764720443555,
TRADE_20250109_221758_4,543,2025-01-09T22:46:25.601584,2025-01-09T23:04:31.213786,6.927767153625471e-06,5.641175337105565e-06,-18.571522223384783,stop_loss,1178.5063045633674,0.9249999999999999,0.1907956621325182,0.1907956621325182,0.023849457766564774,0.1907956621325182,18.097455433333334
TRADE_20250109_221758_5,$LGTB,2025-01-09T22:47:08.612117,2025-01-09T22:57:12.111437,5.182446184972666e-05,6.442419652548941e-06,-87.56876690542437,stop_loss,10671.544698457707,0.875,0.10228330904555949,0.14156216158892065,0.0010565591796843354,0.3337296415782971,10.062743466666666
TRADE_20250109_221758_6,HIVcoin,2025-01-09T22:47:40.765529,2025-01-09T22:59:45.075344,9.436795411369264e-06,8.490307975991757e-06,-10.029754743195962,stop_loss,4973.235597518062,0.875,0.1028012788151389,0.09159921490588419,0.013672931638858285,0.3643774596158422,12.07618345
TRADE_20250109_221758_7,FARTCАT,2025-01-09T22:51:31.197538,2025-01-09T22:52:31.848943,1.3054466932400657e-05,1.1257321198792956e-05,-13.766519482670391,stop_loss,4916.2202987893525,0.875,0.2074482666030526,0.13164538765668632,0.000900413975209402,0.4874856649227768,1.0150651166666667
TRADE_20250109_221758_8,FATASS,2025-01-09T22:51:33.894011,2025-01-09T22:52:34.414890,1.5015734336269477e-05,1.2015142380819045e-05,-19.982985102518146,stop_loss,62285.00630011446,1.0,0.12495380815862123,0.15082877313907095,0.014202090144377635,0.30083455966093386,1.0154294333333334
TRADE_20250109_221758_9,Magic,2025-01-09T22:53:23.905713,2025-01-09T23:18:31.605381,7.00301531035269e-06,6.289149685778735e-06,-10.193689331488876,stop_loss,18244.197163008095,0.85,0.11113619255376483,0.12258946495745393,0.01348186972544213,-0.15261976345876405,25.132677116666667
